Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,T:Microsoft.Maui.Devices.DeviceInfo,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,P:Microsoft.Maui.Devices.DeviceInfo.VersionString,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,T:Microsoft.Maui.Devices.DeviceInfo,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,T:Microsoft.Maui.Devices.DevicePlatform,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,P:Microsoft.Maui.Devices.DeviceInfo.Platform,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,13,12,M:Microsoft.Maui.Devices.DevicePlatform.ToString,,,,,"return DeviceInfo.Platform.ToString() + "" - "" + DeviceInfo.VersionString;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,8,12,T:Microsoft.Maui.Devices.DeviceInfo,,,,,return DeviceInfo.Idiom.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,8,12,T:Microsoft.Maui.Devices.DeviceIdiom,,,,,return DeviceInfo.Idiom.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,8,12,P:Microsoft.Maui.Devices.DeviceInfo.Idiom,,,,,return DeviceInfo.Idiom.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\FormFactor.cs,8,12,M:Microsoft.Maui.Devices.DeviceIdiom.ToString,,,,,return DeviceInfo.Idiom.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,95,18,T:Microsoft.Maui.Storage.SecureStorage,,,,,SecureStorage.Remove(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,95,18,M:Microsoft.Maui.Storage.SecureStorage.Remove(System.String),,,,,SecureStorage.Remove(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,84,16,T:Microsoft.Maui.Storage.SecureStorage,,,,,var v = await SecureStorage.GetAsync(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,84,16,M:Microsoft.Maui.Storage.SecureStorage.GetAsync(System.String),,,,,var v = await SecureStorage.GetAsync(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,74,20,T:Microsoft.Maui.Storage.SecureStorage,,,,,"await SecureStorage.SetAsync(RefreshKey, refreshToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,74,20,"M:Microsoft.Maui.Storage.SecureStorage.SetAsync(System.String,System.String)",,,,,"await SecureStorage.SetAsync(RefreshKey, refreshToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,70,28,T:Microsoft.Maui.Storage.SecureStorage,,,,,"await SecureStorage.SetAsync(RefreshKey, string.Empty);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,70,28,"M:Microsoft.Maui.Storage.SecureStorage.SetAsync(System.String,System.String)",,,,,"await SecureStorage.SetAsync(RefreshKey, string.Empty);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,69,26,T:Microsoft.Maui.Storage.SecureStorage,,,,,SecureStorage.Remove(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,69,26,M:Microsoft.Maui.Storage.SecureStorage.Remove(System.String),,,,,SecureStorage.Remove(RefreshKey);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,54,16,T:Microsoft.Maui.Storage.SecureStorage,,,,,SecureStorage.Remove(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,54,16,M:Microsoft.Maui.Storage.SecureStorage.Remove(System.String),,,,,SecureStorage.Remove(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,41,16,T:Microsoft.Maui.Storage.SecureStorage,,,,,var v = await SecureStorage.GetAsync(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,41,16,M:Microsoft.Maui.Storage.SecureStorage.GetAsync(System.String),,,,,var v = await SecureStorage.GetAsync(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,28,20,T:Microsoft.Maui.Storage.SecureStorage,,,,,"await SecureStorage.SetAsync(Key, token);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,28,20,"M:Microsoft.Maui.Storage.SecureStorage.SetAsync(System.String,System.String)",,,,,"await SecureStorage.SetAsync(Key, token);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,23,24,T:Microsoft.Maui.Storage.SecureStorage,,,,,"await SecureStorage.SetAsync(Key, string.Empty);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,23,24,"M:Microsoft.Maui.Storage.SecureStorage.SetAsync(System.String,System.String)",,,,,"await SecureStorage.SetAsync(Key, string.Empty);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,19,24,T:Microsoft.Maui.Storage.SecureStorage,,,,,SecureStorage.Remove(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiSecureTokenStorage.cs,19,24,M:Microsoft.Maui.Storage.SecureStorage.Remove(System.String),,,,,SecureStorage.Remove(Key);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiDatabasePathProvider.cs,11,12,T:Microsoft.Maui.Storage.FileSystem,,,,,"return Path.Combine(FileSystem.AppDataDirectory, dbName);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Services\MauiDatabasePathProvider.cs,11,12,P:Microsoft.Maui.Storage.FileSystem.AppDataDirectory,,,,,"return Path.Combine(FileSystem.AppDataDirectory, dbName);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,27,3,T:Microsoft.Maui.Controls.NameScopeExtensions,,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,27,3,"M:Microsoft.Maui.Controls.NameScopeExtensions.FindByName``1(Microsoft.Maui.Controls.Element,System.String)",,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\obj\Debug\net9.0-android\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\MainPage.xaml.sg.cs,26,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(MainPage));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\MainPage.xaml.cs,2,36,T:Microsoft.Maui.Controls.ContentPage,,,,,ContentPage
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainApplication.cs,13,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,protected override MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainApplication.cs,13,54,T:Microsoft.Maui.Hosting.MauiApp,,,,,MauiProgram.CreateMauiApp()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainApplication.cs,9,12,"M:Microsoft.Maui.MauiApplication.#ctor(System.IntPtr,Android.Runtime.JniHandleOwnership)",,,,,": base(handle, ownership)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainApplication.cs,9,12,"M:Microsoft.Maui.MauiApplication.#ctor(System.IntPtr,Android.Runtime.JniHandleOwnership)",,,,,": base(handle, ownership)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainApplication.cs,6,35,T:Microsoft.Maui.MauiApplication,,,,,MauiApplication
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Maui_Task\Maui_Task\Maui_Task.csproj,File,Maui_Task\Maui_Task\Platforms\Android\MainActivity.cs,7,32,M:Microsoft.Maui.MauiAppCompatActivity.#ctor,,,,,MauiAppCompatActivity
